task,retriever,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
lake-warming-attribution,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.25,0.25,0.75,1.0,0.6436579276931672,1
latex-formula-extraction,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lean4-proof,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,bm25,100,100,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
manufacturing-fjsp-optimization,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,bm25,100,100,2,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,0.9876712785649565,1
offer-letter-generator,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25,100,100,2,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
pddl-tpp-planning,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25,100,100,2,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,bm25,100,100,2,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,bm25,100,100,2,2,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5640920940185894,2
reserves-at-risk-calc,bm25,100,100,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,bm25,100,100,2,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
sec-financial-report,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,1
shock-analysis-demand,bm25,100,100,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
shock-analysis-supply,bm25,100,100,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25,100,100,2,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
spring-boot-jakarta-migration,bm25,100,100,2,5,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
suricata-custom-exfil,bm25,100,100,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,bm25,100,100,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,bm25,100,100,2,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5889837127672155,1
trend-anomaly-causal-inference,bm25,100,100,2,4,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8885837595925424,1
video-filler-word-remover,bm25,100,100,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,bm25,100,100,2,7,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,0.8936633189697702,1
video-tutorial-indexer,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,bm25,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,bm25,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
3d-scan-calc,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,bm25,100,100,3,5,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9708923176105698,1
azure-bgp-oscillation-route-leak,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,bm25,100,100,3,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,bm25,100,100,3,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
data-to-d3,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
earthquake-phase-association,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,bm25,100,100,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
energy-ac-optimal-power-flow,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,bm25,100,100,3,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
exoplanet-detection-period,bm25,100,100,3,5,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.7860137352654724,1
financial-modeling-qa,bm25,100,100,3,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
find-topk-similiar-chemicals,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
fix-build-google-auto,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
fix-druid-loophole-cve,bm25,100,100,3,2,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.41443699955334395,5
fix-erlang-ssh-cve,bm25,100,100,3,6,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7751482523375256,1
fix-visual-stability,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
flink-query,bm25,100,100,3,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
flood-risk-analysis,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,bm25,100,100,3,5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,1.0,0.7227265726449519,1
invoice-fraud-detection,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9060254355346823,1
jax-computing-basics,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,bm25,100,100,3,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
lab-unit-harmonization,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,bm25,100,100,3,4,0.0,1.0,1.0,1.0,0.25,0.25,0.75,0.5,0.4822987244600303,2
latex-formula-extraction,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lean4-proof,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-fjsp-optimization,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,bm25,100,100,3,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,0.9930783166417604,1
offer-letter-generator,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25,100,100,3,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
pddl-tpp-planning,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25,100,100,3,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
pedestrian-traffic-counting,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
powerlifting-coef-calc,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,bm25,100,100,3,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,bm25,100,100,3,2,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5802792108518124,2
reserves-at-risk-calc,bm25,100,100,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sec-financial-report,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
shock-analysis-demand,bm25,100,100,3,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
shock-analysis-supply,bm25,100,100,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25,100,100,3,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
spring-boot-jakarta-migration,bm25,100,100,3,5,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9896062251871525,1
suricata-custom-exfil,bm25,100,100,3,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,bm25,100,100,3,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.7878652705151846,1
trend-anomaly-causal-inference,bm25,100,100,3,4,1.0,1.0,1.0,1.0,0.5,0.5,0.75,1.0,0.7495275800817669,1
video-filler-word-remover,bm25,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,bm25,100,100,3,7,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,bm25,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,bm25,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3d-scan-calc,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,bm25,100,100,4,5,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9818483242455303,1
azure-bgp-oscillation-route-leak,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,bm25,100,100,4,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
data-to-d3,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
earthquake-phase-association,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,bm25,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,bm25,100,100,4,2,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
exoplanet-detection-period,bm25,100,100,4,5,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,bm25,100,100,4,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
find-topk-similiar-chemicals,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,bm25,100,100,4,4,0.0,1.0,1.0,1.0,0.5,0.75,0.75,0.5,0.6096199500078984,2
fix-build-google-auto,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
fix-druid-loophole-cve,bm25,100,100,4,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3889580943680543,7
fix-erlang-ssh-cve,bm25,100,100,4,6,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7751482523375256,1
fix-visual-stability,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,1
flink-query,bm25,100,100,4,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
flood-risk-analysis,bm25,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,bm25,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,bm25,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,bm25,100,100,4,5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,1.0,0.7227265726449519,1
invoice-fraud-detection,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8854598815714874,1
jax-computing-basics,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,bm25,100,100,4,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
lab-unit-harmonization,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.25,0.25,0.5,1.0,0.5205067333228022,1
latex-formula-extraction,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
lean4-proof,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,bm25,100,100,4,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
manufacturing-fjsp-optimization,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,bm25,100,100,4,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
offer-letter-generator,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25,100,100,4,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
pddl-tpp-planning,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25,100,100,4,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
pedestrian-traffic-counting,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
pg-essay-to-audiobook,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,bm25,100,100,4,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,bm25,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,bm25,100,100,4,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
reserves-at-risk-calc,bm25,100,100,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
sales-pivot-analysis,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,bm25,100,100,4,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
sec-financial-report,bm25,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855,1
shock-analysis-demand,bm25,100,100,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
shock-analysis-supply,bm25,100,100,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25,100,100,4,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,bm25,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
speaker-diarization-subtitles,bm25,100,100,4,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
spring-boot-jakarta-migration,bm25,100,100,4,5,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
suricata-custom-exfil,bm25,100,100,4,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
