skill_id,name,owner,description,is_gold_union,artifact_roles
CharlesWiltgen--axiom-vision,axiom-vision,CharlesWiltgen,"subject segmentation, VNGenerateForegroundInstanceMaskRequest, isolate object from hand, VisionKit subject lifting, image foreground detection, instance masks, class-agnostic segmentation, VNRecognizeTextRequest, OCR, VNDetectBarcodesRequest, DataScannerViewController, document scanning, RecognizeDocumentsRequest",0,"{""image"": ""produce"", ""text"": ""produce""}"
CharlesWiltgen--axiom-xcode-debugging,axiom-xcode-debugging,CharlesWiltgen,"Use when encountering BUILD FAILED, test crashes, simulator hangs, stale builds, zombie xcodebuild processes, ""Unable to boot simulator"", ""No such module"" after SPM changes, or mysterious test failures despite no code changes - systematic environment-first diagnostics for iOS/macOS projects",0,{}
CharlesWiltgen--coreml,coreml,CharlesWiltgen,"Use when deploying custom ML models on-device, converting PyTorch models, compressing models, implementing LLM inference, or optimizing CoreML performance. Covers model conversion, compression, stateful models, KV-cache, multi-function models, MLTensor.",0,{}
CharlesWiltgen--speech,speech,CharlesWiltgen,"Use when implementing speech-to-text, live transcription, or audio transcription. Covers SpeechAnalyzer (iOS 26+), SpeechTranscriber, volatile/finalized results, AssetInventory model management, audio format handling.",0,"{""audio"": ""consume""}"
CloudAI-X--parallel-execution,parallel-execution,CloudAI-X,"Patterns for parallel subagent execution using Task tool with run_in_background. Use when coordinating multiple independent tasks, spawning dynamic subagents, or implementing features that can be parallelized.",0,{}
DNYoussef--pptx-generation,pptx-generation,DNYoussef,"Enterprise-grade PowerPoint deck generation system using evidence-based prompting techniques, workflow enforcement, and constraint-based design. Use when creating professional presentations (board decks, reports, analyses) requiring consistent visual quality, accessibility compliance, and integration of complex data from multiple sources. Implements html2pptx workflow with spatial layout optimization, validation gates, and multi-chat architecture for 30+ slide decks.",0,"{""html"": ""mention"", ""presentation"": ""mention""}"
DNYoussef--ralph-multimodel,ralph-multimodel,DNYoussef,"Ralph Wiggum persistence loop with intelligent multi-model routing (Gemini, Codex, Claude, Council)",0,{}
DNYoussef--when-creating-presentations-use-pptx-generation,when-creating-presentations-use-pptx-generation,DNYoussef,"Enterprise-grade PowerPoint deck generation using evidence-based prompting, workflow enforcement, constraint-based design",0,"{""presentation"": ""mention""}"
DNYoussef--when-profiling-performance-use-performance-profiler,when-profiling-performance-use-performance-profiler,DNYoussef,"Comprehensive performance profiling, bottleneck detection, and optimization system",0,{}
Develata--math-extractor,math-extractor,Develata,"Extracts strictly mathematical terms (Definitions, Theorems, Lemmas, Propositions, Proofs) from documents (PDF, MD, TEX, TXT), handling PDF conversion and AI-based cleaning. Use when the user wants to extract math content from a file.",0,"{""pdf"": ""consume"", ""text"": ""consume""}"
Dexploarer--bundle-analyzer,bundle-analyzer,Dexploarer,"Analyzes JavaScript bundle sizes, identifies large dependencies, and suggests optimizations for webpack, vite, rollup. Use when user asks to ""analyze bundle"", ""optimize bundle size"", ""reduce bundle"", ""webpack analysis"", or ""tree shaking"".",0,{}
Dexploarer--calculator-helper,calculator-helper,Dexploarer,"Performs mathematical calculations and conversions. Use when user asks to ""calculate"", ""compute"", ""what is the result of"", ""convert units"", or needs math help.",0,{}
Dexploarer--data-cleaning-pipeline-generator,data-cleaning-pipeline-generator,Dexploarer,"Generates data cleaning pipelines for pandas/polars with handling for missing values, duplicates, outliers, type conversions, and data validation. Use when user asks to ""clean data"", ""generate data pipeline"", ""handle missing values"", or ""remove duplicates from dataset"".",0,{}
Dexploarer--database-migration-helper,database-migration-helper,Dexploarer,"Creates database migrations with proper schema changes, data migrations, and rollback support for various ORMs (Prisma, TypeORM, Alembic, etc.). Use when managing database schema changes.",0,"{""database"": ""produce""}"
Dexploarer--database-query-optimizer,database-query-optimizer,Dexploarer,"Analyzes and optimizes database queries for PostgreSQL, MySQL, MongoDB with EXPLAIN plans, index suggestions, and N+1 query detection. Use when user asks to ""optimize query"", ""analyze EXPLAIN plan"", ""fix slow queries"", or ""suggest database indexes"".",0,"{""database"": ""consume""}"
Dexploarer--dependency-vulnerability-scanner,dependency-vulnerability-scanner,Dexploarer,"Scans dependencies for known vulnerabilities (npm audit, pip-audit, etc.), generates reports, and suggests fixes. Use when user asks to ""check vulnerabilities"", ""security scan"", ""audit dependencies"", ""check CVEs"", or ""vulnerable packages"".",0,{}
Dexploarer--github-actions-workflow-builder,github-actions-workflow-builder,Dexploarer,"Creates GitHub Actions workflows for CI/CD (test, build, deploy, release). Use when user asks to ""setup github actions"", ""create workflow"", ""ci/cd pipeline"", ""automate testing"", or ""deployment workflow"".",0,{}
Dexploarer--jupyter-notebook-assistant,jupyter-notebook-assistant,Dexploarer,"Organizes, cleans, and optimizes Jupyter notebooks - removes empty cells, adds structure, extracts functions, generates documentation. Use when user asks to ""clean notebook"", ""organize jupyter"", ""refactor notebook"", or ""jupyter best practices"".",0,"{""text"": ""both""}"
Dexploarer--threejs-scene-builder,threejs-scene-builder,Dexploarer,"Comprehensive Three.js and React Three Fiber skill for creating 3D scenes, characters, NPCs, procedural generation, animation retargeting, and interactive experiences. Use when user asks to ""create Three.js scene"", ""setup React Three Fiber"", ""add 3D character"", ""create NPC AI"", ""procedural 3D generation"", ""retarget animation"", ""setup avatar system"", or ""create 3D game"".",0,{}
Dianel555--exa,exa,Dianel555,"High-precision semantic search and content retrieval via Exa API. Use when: (1) Deep research requiring semantic understanding, (2) Code documentation and examples lookup, (3) Company/professional research, (4) AI-powered comprehensive research tasks, (5) URL content extraction with structured output. Triggers: ""research"", ""find papers"", ""code examples"", ""company info"", ""LinkedIn profiles"", ""deep analysis"". Differentiator: Exa excels at semantic/neural search while grok-search is better for real-time news and general web content.",0,"{""spreadsheet"": ""both"", ""text"": ""both""}"
Dicklesworthstone--building-glamorous-tuis,building-glamorous-tuis,Dicklesworthstone,"Build beautiful terminal UIs with Charmbracelet. For SHELL/BASH scripts: use Gum (prompts, spinners, selection), VHS (recording), Mods (AI), Freeze (screenshots), Glow (markdown). For GO applications: use Bubble Tea (framework), Bubbles (components), Lip Gloss (styling), Huh (forms), Glamour (markdown), Harmonica (animation). For INFRASTRUCTURE: Wish (SSH apps), Soft Serve (Git), teatest (testing). Trigger on: shell scripts needing UI, Go CLI tools, terminal dashboards, SSH applications, or ""make this CLI prettier.""",0,"{""text"": ""produce""}"
Dicklesworthstone--csctf,csctf,Dicklesworthstone,"Chat Shared Conversation To File - Convert ChatGPT, Gemini, Grok, and Claude share links to clean Markdown + HTML transcripts. Preserves code fences with language detection, deterministic filenames, GitHub Pages publishing. Bun-native CLI.",0,"{""html"": ""mention"", ""text"": ""mention""}"
Dicklesworthstone--github,github,Dicklesworthstone,"GitHub CLI - manage repositories, issues, pull requests, actions, releases, and more from the command line.",0,{}
Dicklesworthstone--ssh,ssh,Dicklesworthstone,"SSH remote access patterns and utilities. Connect to servers, manage keys, tunnels, and transfers.",0,{}
Dimillian--gh-issue-fix-flow,gh-issue-fix-flow,Dimillian,"End-to-end GitHub issue fix workflow using gh, local code changes, builds/tests, and git push. Use when asked to take an issue number, inspect the issue via gh, implement a fix, run XcodeBuildMCP builds/tests, commit with a closing message, and push.",0,{}
Dimon94--constitution-guardian,constitution-guardian,Dimon94,Real-time Constitution compliance checker for devflow documents. Blocks partial implementations and hardcoded secrets during file editing.,0,"{""text"": ""mention""}"
Dwsy--project-planner,project-planner,Dwsy,"Comprehensive project planning and documentation generator for software projects. Creates structured requirements documents, system design documents, and task breakdown plans with implementation tracking. Use when starting a new project, defining specifications, creating technical designs, or breaking down complex systems into implementable tasks. Supports user story format, acceptance criteria, component design, API specifications, and hierarchical task decomposition with requirement traceability.",0,"{""text"": ""produce""}"
EXboys--calculator,calculator,EXboys,"A simple calculator that can add, subtract, multiply, and divide numbers. Use when the user needs to perform basic arithmetic operations.",0,{}
EXboys--data-analysis,data-analysis,EXboys,"Analyze CSV/JSON data with statistics, filtering, and aggregation. Powered by pandas and numpy.",0,"{""csv"": ""consume"", ""json"": ""consume""}"
Emasoft--ghe-changelog,ghe-changelog,Emasoft,"This skill should be used when updating the project CHANGELOG, tracking requirement changes, recording design decisions, or documenting version history. Uses git-diff to detect and categorize changes to both code and requirements. Trigger on ""changelog"", ""version history"", ""what changed"", or after significant commits.",0,"{""text"": ""mention""}"
Gentleman-Programming--github-pr,github-pr,Gentleman-Programming,"Create high-quality Pull Requests with conventional commits and proper descriptions. Trigger: When creating PRs, writing PR descriptions, or using gh CLI for pull requests.",0,{}
Gentleman-Programming--go-testing,go-testing,Gentleman-Programming,"Go testing patterns for Gentleman.Dots, including Bubbletea TUI testing. Trigger: When writing Go tests, using teatest, or adding test coverage.",0,{}
