task,retriever,distractor_type,pool_size,actual_pool_size,repeat,gold_count,fallback_distractors,hard_negative_purity,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
weighted-gdp-calc,bm25_desc,random,1000,1000,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
xlsx-recover-data,bm25_desc,random,1000,1000,1,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8315546295836225,1
3d-scan-calc,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,bm25_desc,random,1000,1000,2,5,0,0.0,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
civ6-adjacency-optimizer,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
crystallographic-wyckoff-position-analysis,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
dapt-intrusion-detection,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dialogue-parser,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
earthquake-phase-association,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812,9
energy-ac-optimal-power-flow,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,bm25_desc,random,1000,1000,2,5,0,0.0,1.0,1.0,1.0,1.0,0.6,0.6,0.8,1.0,0.843537875344446,1
financial-modeling-qa,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
find-topk-similiar-chemicals,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,bm25_desc,random,1000,1000,2,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,0.16812753627111746,4
fix-build-google-auto,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
fix-druid-loophole-cve,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,bm25_desc,random,1000,1000,2,6,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7183750273402228,1
fix-visual-stability,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.617319681505689,1
flink-query,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,bm25_desc,random,1000,1000,2,5,0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
invoice-fraud-detection,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.7844801364718913,1
jax-computing-basics,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
jpg-ocr-stat,bm25_desc,random,1000,1000,2,5,0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
lab-unit-harmonization,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,bm25_desc,random,1000,1000,2,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,0.16812753627111746,4
latex-formula-extraction,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
lean4-proof,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.45560514958746035,5
manufacturing-fjsp-optimization,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
mario-coin-counting,bm25_desc,random,1000,1000,2,3,0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
mars-clouds-clustering,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,bm25_desc,random,1000,1000,2,6,0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.25,0.5255332279140781,4
offer-letter-generator,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25_desc,random,1000,1000,2,5,0,0.0,0.0,1.0,1.0,1.0,0.2,0.4,0.4,0.5,0.36005461457723403,2
paper-anonymizer,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.19342640361727081,8
pedestrian-traffic-counting,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
powerlifting-coef-calc,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
pptx-reference-formatting,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
python-scala-translation,bm25_desc,random,1000,1000,2,6,0,0.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,bm25_desc,random,1000,1000,2,4,0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
react-performance-debugging,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
reserves-at-risk-calc,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
scheduling-email-assistant,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
sec-financial-report,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,bm25_desc,random,1000,1000,2,4,0,0.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
setup-fuzzing-py,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
speaker-diarization-subtitles,bm25_desc,random,1000,1000,2,4,0,0.0,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.5,0.715663226334951,2
spring-boot-jakarta-migration,bm25_desc,random,1000,1000,2,5,0,0.0,1.0,1.0,1.0,1.0,0.6,0.6,0.8,1.0,0.843537875344446,1
suricata-custom-exfil,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,bm25_desc,random,1000,1000,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,bm25_desc,random,1000,1000,2,6,0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.43292617940918415,1
trend-anomaly-causal-inference,bm25_desc,random,1000,1000,2,4,0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.3764290720714305,2
video-filler-word-remover,bm25_desc,random,1000,1000,2,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239,1
video-silence-remover,bm25_desc,random,1000,1000,2,7,0,0.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,1.0,0.6583122271626569,1
video-tutorial-indexer,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,bm25_desc,random,1000,1000,2,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,bm25_desc,random,1000,1000,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
xlsx-recover-data,bm25_desc,random,1000,1000,2,2,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.5012658353418871,4
3d-scan-calc,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,bm25_desc,random,full,34396,0,5,0,0.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,1.0,0.7227265726449519,1
azure-bgp-oscillation-route-leak,bm25_desc,random,full,34396,0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
citation-check,bm25_desc,random,full,34396,0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
civ6-adjacency-optimizer,bm25_desc,random,full,34396,0,4,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.75,1.0,0.715696758318853,1
court-form-filling,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crystallographic-wyckoff-position-analysis,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,bm25_desc,random,full,34396,0,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dialogue-parser,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
dynamic-object-aware-egomotion,bm25_desc,random,full,34396,0,4,0,0.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5413996682199069,1
earthquake-phase-association,bm25_desc,random,full,34396,0,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,bm25_desc,random,full,34396,0,3,0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434,2
energy-market-pricing,bm25_desc,random,full,34396,0,4,0,0.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.787702056960637,1
enterprise-information-search,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exoplanet-detection-period,bm25_desc,random,full,34396,0,5,0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4599715079731103,1
financial-modeling-qa,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,bm25_desc,random,full,34396,0,3,0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.40179981797758046,3
fix-build-agentops,bm25_desc,random,full,34396,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,bm25_desc,random,full,34396,0,3,0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4441228664487979,2
fix-druid-loophole-cve,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,bm25_desc,random,full,34396,0,6,0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.3026024134988135,1
fix-visual-stability,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,bm25_desc,random,full,34396,0,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8854598815714874,1
hvac-control,bm25_desc,random,full,34396,0,5,0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
invoice-fraud-detection,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
jax-computing-basics,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812,9
jpg-ocr-stat,bm25_desc,random,full,34396,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.16666666666666666,0.1208113026994942,6
lab-unit-harmonization,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,bm25_desc,random,full,34396,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lean4-proof,bm25_desc,random,full,34396,0,2,0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.5249810332008933,3
manufacturing-codebook-normalization,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,bm25_desc,random,full,34396,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
mhc-layer-impl,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
multilingual-video-dubbing,bm25_desc,random,full,34396,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offer-letter-generator,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25_desc,random,full,34396,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,bm25_desc,random,full,34396,0,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,bm25_desc,random,full,34396,0,4,0,0.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,1.0,0.5294362295028773,1
pg-essay-to-audiobook,bm25_desc,random,full,34396,0,4,0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
powerlifting-coef-calc,bm25_desc,random,full,34396,0,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
pptx-reference-formatting,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,bm25_desc,random,full,34396,0,6,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.9049278636531483,1
quantum-numerical-simulation,bm25_desc,random,full,34396,0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,bm25_desc,random,full,34396,0,4,0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
react-performance-debugging,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25_desc,random,full,34396,0,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
scheduling-email-assistant,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,bm25_desc,random,full,34396,0,2,0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6052602440527057,2
seismic-phase-picking,bm25_desc,random,full,34396,0,4,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6366824387328317,1
setup-fuzzing-py,bm25_desc,random,full,34396,0,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
shock-analysis-demand,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25_desc,random,full,34396,0,2,0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
software-dependency-audit,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
speaker-diarization-subtitles,bm25_desc,random,full,34396,0,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.2,0.15101961822780524,5
spring-boot-jakarta-migration,bm25_desc,random,full,34396,0,5,0,0.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
suricata-custom-exfil,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,bm25_desc,random,full,34396,0,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,bm25_desc,random,full,34396,0,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,bm25_desc,random,full,34396,0,2,0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
travel-planning,bm25_desc,random,full,34396,0,6,0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.25,0.13032376591037065,4
trend-anomaly-causal-inference,bm25_desc,random,full,34396,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,bm25_desc,random,full,34396,0,3,0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4632423659320675,2
video-silence-remover,bm25_desc,random,full,34396,0,7,0,0.0,0.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.31086582344538494,2
video-tutorial-indexer,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,bm25_desc,random,full,34396,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,bm25_desc,random,full,34396,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xlsx-recover-data,bm25_desc,random,full,34396,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
